k5_cluster,k6_cluster,customer_count,share_of_big_k5_cluster,k6_cluster_total_count,share_of_k6_cluster_from_big_k5_cluster,main_split_part,age_mean,age_median,customer_tenure_mean,customer_tenure_median,total_lifetime_spend_mean,total_lifetime_spend_median,lifetime_total_distinct_products_mean,lifetime_total_distinct_products_median,percentage_of_products_bought_promotion_mean,percentage_of_products_bought_promotion_median,number_complaints_mean,number_complaints_median,distinct_stores_visited_mean,distinct_stores_visited_median,has_loyalty_card_mean,has_loyalty_card_median,total_children_home_mean,total_children_home_median,share_groceries_mean,share_electronics_mean,share_vegetables_mean,share_nonalcohol_drinks_mean,share_alcohol_drinks_mean,share_meat_mean,share_fish_mean,share_hygiene_mean,share_videogames_mean,share_petfood_mean
1,0,9278,0.5046505303236334,9553,0.9712132314456192,True,61.9536093648385,63.0,15.405151972407847,16.0,35166.633110584175,30555.5,197.55712438025438,186.0,0.2755146375946623,0.2143481131557635,0.7892770819600088,1.0,3.342878919860627,4.0,0.6536969174391033,1.0,1.7588644648182923,2.0,0.7902237905844547,0.06749355144768192,0.02316975463845838,0.014984045140011754,0.016143694016190244,0.02348964999227866,0.021010457662287246,0.028418228906481595,0.007674575532310281,0.01103537990702516
1,2,93,0.005058471580092466,5577,0.016675632060247445,False,53.0,50.0,11.817204301075268,12.0,20770.870967741936,20825.0,90.15053763440861,81.0,0.13526280972485843,0.12899118489465694,0.782608695652174,1.0,3.032258064516129,3.0,0.5806451612903226,1.0,1.6666666666666667,2.0,0.7209343307970817,0.07844266968281281,0.08065703180974267,0.02138168231202649,0.016830394591100233,0.006501605944659637,0.0050253694666855895,0.05007023703433104,0.008021059871564073,0.01672968129533317
1,3,3,0.00016317650258362796,3540,0.000847457627118644,False,67.0,75.0,13.333333333333334,14.0,35437.333333333336,36092.0,99.33333333333333,64.0,0.3811061524651345,0.3882747145021636,1.0,1.0,2.0,1.0,0.6666666666666666,1.0,1.6666666666666667,2.0,0.5670202730920885,0.266450082601485,0.0040861511290399,0.014078641587023266,0.024145239233454834,0.025599149607374,0.032161245276432,0.017614222659331234,0.040729143978160194,0.008115850835610767
1,5,9011,0.4901278215936905,9913,0.9090083728437406,True,50.77894150417827,45.0,12.170347353234934,12.0,16374.508489623793,15565.0,96.65886139163246,70.0,0.49464050074097493,0.4977021087295801,1.1581991381265593,1.0,3.2540965207631873,3.0,0.5667517478637221,1.0,1.5331444759206798,2.0,0.728139644818338,0.06611800532841668,0.024599470507634637,0.01641944768526654,0.03216035698091864,0.0437294989429814,0.03027708883444532,0.03278620988481635,0.011459899761225897,0.01952378935131681
